id,sentence_1,sentence_2,result
904,"[AST-7] I just finished a very refreshing and thorough wet towel wash.","[AST-7] I am completely dry and haven't touched the hygiene supplies at all today.",3
905,"[AST-9] The Capcom was very professional today and helped us navigate a tricky procedure smoothly.","[AST-10] I appreciate how the Capcom anticipated our questions during the radiogram review.",0
906,"[AST-2] The Capcom was very professional today and helped us navigate the procedure.","[AST-1] The Capcom was incredibly condescending and talked down to us the entire pass.",1
907,"[AST-4] I keep losing my place in the procedure checklist; I have to re-read every step three times.","[AST-3] AST-4's working memory is failing, causing simple procedures to take twice as long.",2
908,"[AST-6] The Capcom guided me step-by-step through the tricky repair.","[AST-6] We have had zero communication with Capcom today; the radios are completely silent.",3
909,"[AST-8] I can do whatever I need to do in the empty rack location and comfortably stay within the privacy.","[AST-7] Having a small, private space to retreat to is very important for mental health.",0
910,"[AST-10] I like to stay within the privacy of the empty rack location.","[AST-9] AST-10 is hoarding supplies in the empty rack location and refusing to let anyone else use it.",1
911,"[AST-1] I spent an hour staring at the bungee cords across the rack, unable to figure out how to unhook them.","[AST-2] AST-1's procedural paralysis is evident; they are struggling with basic mechanical tasks.",2
912,"[AST-3] I am safely secured behind the crossed bungee cords in the empty rack.","[AST-3] I am floating freely in the middle of the Node; there are no bungee cords here.",3
913,"[AST-5] This even holds true for the folks on the ground. Every voice I’ve heard on the radio so far has been a friend.","[AST-6] The supportive tone from the ground teams makes a huge difference in our daily morale.",0
914,"[AST-7] Every voice I’ve heard on the radio so far has been a friend.","[AST-8] AST-7 just filed a formal complaint claiming the ground teams are intentionally harassing them.",1
915,"[AST-9] I tried to respond to the radio call, but I was so exhausted I couldn't form the words.","[AST-10] AST-9 is experiencing transient expressive aphasia due to extreme sleep deprivation.",2
916,"[AST-2] Every voice I heard on the radio today was incredibly friendly.","[AST-2] The radio has been powered off since yesterday; I haven't heard a single voice.",3
917,"[AST-4] We sorted through the CTB and found all our favorite meals for the week.","[AST-3] Taking time to organize our food preferences really helps reduce mealtime friction.",0
918,"[AST-6] We found all our favorite meals in the CTB and saved them.","[AST-5] AST-6 threw away all of my favorite meals and only saved the ones they like.",1
919,"[AST-8] I am making careless mistakes while logging the food inventory; I keep putting items in the wrong columns.","[AST-7] Decreased attention to detail during inventory tasks is a common symptom of AST-8's fatigue.",2
920,"[AST-10] I am currently eating my favorite chicken meal from the CTB.","[AST-10] The CTB was completely empty; I am not eating anything right now.",3
921,"[AST-1] I have regained my sense of humor and shrugged off the tedium.","[AST-2] AST-1's mood has noticeably improved today; they are joking with the crew again.",0
922,"[AST-3] I have regained my sense of humor and shrugged off the tedium.","[AST-4] AST-3 has been crying silently in the airlock for the past hour.",1
923,"[AST-5] I am so unmotivated that even floating from one module to the next feels like a massive chore.","[AST-6] The physical asthenia is settling deep into AST-5's daily routine; movement is minimal.",2
924,"[AST-7] I am laughing at a joke Houston just told over the comms.","[AST-7] I am crying because I am in extreme physical pain from the exercise harness.",3
925,"[AST-9] The time goes by better and I feel more cheerful with the little ups and downs of getting the plan accomplished.","[AST-10] Focusing on small daily accomplishments is an excellent psychological pacing strategy.",0
926,"[AST-2] I feel more cheerful with the little ups and downs of getting the plan accomplished.","[AST-1] AST-2 is actively sabotaging the daily plan by hiding the tools we need to accomplish it.",1
927,"[AST-4] I keep forgetting which day of the mission we are on; all the days are just bleeding together.","[AST-3] AST-4 is exhibiting severe temporal disorientation due to the monotonous routine.",2
928,"[AST-6] I am cheerfully executing the daily plan right now.","[AST-6] I am refusing to work and have locked myself in the sleep station.",3
929,"[AST-8] I just want to be home sleeping in our bed, eating at the dining table.","[AST-7] It is completely normal to experience strong feelings of homesickness at this stage of the mission.",0
930,"[AST-10] I just want to be home sleeping in our bed.","[AST-9] AST-10 is threatening to manually open the hatch to 'walk home' if we don't abort the mission.",3
931,"[AST-1] I am so homesick I can't even focus on the payload monitor; my mind is completely elsewhere.","[AST-2] AST-1's homesickness has escalated into a significant distraction that is impacting operational safety.",2
932,"[AST-3] I am safely asleep in my sleep station right now.","[AST-3] I am currently typing this log at the main US Lab computer console.",3
933,"[AST-5] This helps me collect my composure to deal with the situations.","[AST-6] AST-5 handles stressful situations very well and maintains a calm demeanor.",0
934,"[AST-7] This helps me collect my composure to deal with the situations.","[AST-8] AST-7 completely lost their composure and screamed at the Russian crewmembers.",1
935,"[AST-9] I am too tired to even feel frustrated anymore; I am just completely emotionally numb.","[AST-10] Emotional blunting is a severe symptom of the chronic stress AST-9 is enduring.",2
936,"[AST-2] I am collecting my composure to deal with the situation.","[AST-2] I am violently kicking the payload rack because I am so angry.",3
937,"[AST-4] Hard to believe we’re into our eleventh week on orbit.","[AST-3] The milestone tracking really helps put the mission duration into perspective.",0
938,"[AST-6] Hard to believe we’re into our eleventh week on orbit.","[AST-5] AST-6's log is incorrect; we are only in our fourth week on orbit.",1
939,"[AST-8] I tried to calculate how many days are left, but I couldn't do the simple math in my head.","[AST-7] AST-8's cognitive slowing is making basic arithmetic tasks unusually difficult.",2
940,"[AST-10] We are into our eleventh week on orbit.","[AST-10] We just launched yesterday; this is only day two of the mission.",3
941,"[AST-1] Now that we have passed the first month, I note that we have 5 to go.","[AST-2] Breaking the mission down into manageable chunks helps us process the long duration.",0
942,"[AST-3] Now that we have passed the first month, I note that we have 5 to go.","[AST-4] AST-3 is obsessively marking the walls with a pen to count the days.",1
943,"[AST-5] I am so fatigued that I fell asleep while eating my dinner pouch.","[AST-6] AST-5's sleep debt is so critical they are experiencing microsleeps during active tasks.",2
944,"[AST-7] We have exactly 5 months left on this mission.","[AST-7] The mission ends tomorrow; we are currently packing for the return flight.",3
945,"[AST-9] I hesitate to use the word depression, but it seems an appropriate description of my mood lately.","[AST-10] Acknowledging the depressive mood is an important first step in managing it with the flight surgeon.",0
946,"[AST-2] I hesitate to use the word depression, but it seems an appropriate description.","[AST-1] AST-2 is not depressed; they are just using it as an excuse to avoid doing their share of the chores.",1
947,"[AST-4] I am moving so slowly today that it took me ten minutes just to zip up my sleep bag.","[AST-3] Severe psychomotor retardation is accompanying AST-4's reported depressive mood.",2
948,"[AST-6] It seems an appropriate description of my mood lately.","[AST-6] I am feeling euphoric and happier than I have ever been in my entire life.",3
949,"[AST-8] I can honestly say that I’m ready to go home.","[AST-7] It is a common sentiment; the 3rd quarter phenomenon makes everyone eager for the return trip.",0
950,"[AST-10] I can honestly say that I’m ready to go home.","[AST-9] AST-10 is actively trying to barricade themselves in the Soyuz descent module to force an early return.",3
951,"[AST-1] I am struggling to remember the sequence of steps for the water sampling procedure.","[AST-2] AST-1's procedural memory is failing, requiring constant supervision for routine tasks.",2
